"","X","DGames","DWins","DLoss","DWLpct","DSRS","DSOS","DConfW","DConfL","DPnts","DOppPnts","DFG","DFGA","DFGpct","DThreeP","DThreePA","DThreePpct","DFT","DFTA","DFTpct","DTRB","DAST","DSTL","DBLK","DTOV","SeedDiff","SRSxSOS","FGxThreeP","FGxFT","FGxTRB","FGxAST","FGxSTL","FGxBLK","FGxTOV","FGxSD","ThreePxFTpct","ThreePxAST","ThreePxTRB","ThreePxSTL","ThreePxSD","FTAxTRB","FTAxAST","FTAxSTL","FTAxBLK","FTAxTOV","FTAxSD","TRBxAST","TRBxSTL","TRBxBLK","TRBxTOV","TRBxSD","ASTxSTL","ASTxBLK","ASTxTOV","ASTxSD","STLxBLK","STLxTOV","STLxSD","BLKxTOV","BLKxSD","TOVxSD","ScD","winner","GamesSq","WinsxSOS","SeedDiffSq"
"160",160,1,4,-3,0.102,7.46,0.15,1,-1,426,197,117,270,-0.001,87,235,0.00900000000000001,105,139,0.022,43,15,37,2,-4,-5,1.119,10179,12285,5031,1755,4329,234,-468,-585,1.914,1305,3741,3219,-435,5977,2085,5143,278,-556,-695,645,1591,86,-172,-215,555,30,-60,-75,74,-148,-185,-8,-10,-185,9,1,1,0.6,25
"161",161,3,-2,5,-0.141,3.01,6.06,1,1,193,262,101,225,0.001,-12,65,-0.074,3,26,-0.024,142,84,97,-3,93,-1,18.2406,-1212,303,14342,8484,9797,-303,9393,-101,0.288,-1008,-1704,-1164,12,3692,2184,2522,-78,2418,-26,11928,13774,-426,13206,-142,8148,-252,7812,-84,-291,9021,-97,-279,3,-97,15,1,9,-12.12,1
"162",162,4,6,-2,0.094,11.4,10.17,1,-1,184,131,55,309,-0.054,-76,-78,-0.083,150,271,-0.0549999999999999,342,-110,32,63,40,-13,115.938,-4180,8250,18810,-6050,1760,3465,2200,-715,4.17999999999999,8360,-25992,-2432,988,92682,-29810,8672,17073,10840,-3523,-37620,10944,21546,13680,-4446,-3520,-6930,-4400,1430,2016,1280,-416,2520,-819,-416,3,1,16,61.02,169
"163",163,3,-3,6,-0.161,6.89,8.43,-7,5,23,47,42,82,0.002,-45,-26,-0.071,-16,112,-0.132,153,41,-19,19,-21,-5,58.0827,-1890,-672,6426,1722,-798,798,-882,-210,5.94,-1845,-6885,855,225,17136,4592,-2128,2128,-2352,-560,6273,-2907,2907,-3213,-765,-779,779,-861,-205,-361,399,95,-399,-95,95,-3,0,9,-25.29,25
"164",164,7,9,-2,0.098,17.78,13.27,2,0,325,110,152,305,0.00600000000000001,-13,-23,-0.00800000000000001,34,-23,0.0589999999999999,77,91,70,-37,-68,-13,235.9406,-1976,5168,11704,13832,10640,-5624,-10336,-1976,-0.766999999999999,-1183,-1001,-910,169,-1771,-2093,-1610,851,1564,299,7007,5390,-2849,-5236,-1001,6370,-3367,-6188,-1183,-2590,-4760,-910,2516,481,-910,8,1,49,119.43,169
"165",165,6,12,-6,0.222,34.59,18.02,5,-1,811,146,278,568,0.005,29,103,-0.015,226,349,-0.0149999999999999,328,9,102,91,-85,-15,623.3118,8062,62828,91184,2502,28356,25298,-23630,-4170,-0.434999999999997,261,9512,2958,-435,114472,3141,35598,31759,-29665,-5235,2952,33456,29848,-27880,-4920,918,819,-765,-135,9282,-8670,-1530,-7735,-1365,-1530,36,1,36,216.24,225
"166",166,5,2,3,-0.053,7.65,11.91,-1,-1,481,569,162,498,-0.043,86,269,-0.035,71,75,0.035,157,45,55,7,5,-7,91.1115,13932,11502,25434,7290,8910,1134,810,-1134,3.01,3870,13502,4730,-602,11775,3375,4125,525,375,-525,7065,8635,1099,785,-1099,2475,315,225,-315,385,275,-385,35,-49,-385,13,1,25,23.82,49
"167",167,-1,-2,1,-0.042,4.78,6.53,-2,2,-5,93,50,-68,0.045,4,-29,0.029,-109,-185,0.03,-181,91,-10,-34,-12,-3,31.2134,200,-5450,-9050,4550,-500,-1700,-600,-150,0.12,364,-724,-40,-12,33485,-16835,1850,6290,2220,555,-16471,1810,6154,2172,543,-910,-3094,-1092,-273,340,120,30,408,102,30,7,1,1,-13.06,9
"168",168,9,22,-13,0.464,39.98,12.75,9,-9,1125,224,471,575,0.096,106,149,0.108,77,18,0.0790000000000001,433,430,39,137,94,-15,509.745,49926,36267,203943,202530,18369,64527,44274,-7065,8.37400000000001,45580,45898,4134,-1590,7794,7740,702,2466,1692,-270,186190,16887,59321,40702,-6495,16770,58910,40420,-6450,5343,3666,-585,12878,-2055,-585,58,1,81,280.5,225
"169",169,9,13,-4,0.164,28.63,20.08,-2,0,892,513,395,752,0.02,76,244,-0.031,26,49,-0.00900000000000001,550,371,124,110,62,-13,574.8904,30020,10270,217250,146545,48980,43450,24490,-5135,-0.684000000000001,28196,41800,9424,-988,26950,18179,6076,5390,3038,-637,204050,68200,60500,34100,-7150,46004,40810,23002,-4823,13640,7688,-1612,6820,-1430,-1612,15,1,81,261.04,169
"170",170,-1,-4,3,-0.102,12.42,10.89,-3,3,145,166,52,198,-0.022,27,152,-0.08,14,47,-0.0229999999999999,97,250,92,90,85,-9,135.2538,1404,728,5044,13000,4784,4680,4420,-468,-0.620999999999997,6750,2619,2484,-243,4559,11750,4324,4230,3995,-423,24250,8924,8730,8245,-873,23000,22500,21250,-2250,8280,7820,-828,7650,-810,-828,14,1,1,-43.56,81
"171",171,-1,-1,0,-0.011,2.51,1.76,1,-1,10,-10,49,44,0.016,-72,-190,-0.015,-16,-64,0.0379999999999999,170,-9,-93,103,-21,-3,4.4176,-3528,-784,8330,-441,-4557,5047,-1029,-147,-2.73599999999999,648,-12240,6696,216,-10880,576,5952,-6592,1344,192,-1530,-15810,17510,-3570,-510,837,-927,189,27,-9579,1953,279,-2163,-309,279,-5,0,1,-1.76,9
"172",172,4,5,-1,0.0679999999999999,19.5,13.38,-2,3,492,297,185,181,0.056,51,26,0.068,71,83,0.0209999999999999,197,65,20,77,36,-11,260.91,9435,13135,36445,12025,3700,14245,6660,-2035,1.07099999999999,3315,10047,1020,-561,16351,5395,1660,6391,2988,-913,12805,3940,15169,7092,-2167,1300,5005,2340,-715,1540,720,-220,2772,-847,-220,19,1,16,66.9,121
"173",173,0,2,-2,0.0659999999999999,11.95,6.58,0,-2,-192,-346,-110,-154,-0.021,-34,-79,-0.01,62,87,0.00700000000000001,76,-27,-5,7,32,-9,78.631,3740,-6820,-8360,2970,550,-770,-3520,990,-0.238,918,-2584,170,306,6612,-2349,-435,609,2784,-783,-2052,-380,532,2432,-684,135,-189,-864,243,-35,-160,45,224,-63,45,12,1,0,13.16,81
"174",174,-4,-1,-3,0.0620000000000001,15.47,9.73,-1,1,-106,-283,-67,-77,-0.017,17,45,0,11,77,-0.0519999999999999,-29,-134,16,34,-46,-9,150.5231,-1139,-737,1943,8978,-1072,-2278,3082,603,-0.883999999999998,-2278,-493,272,-153,-2233,-10318,1232,2618,-3542,-693,3886,-464,-986,1334,261,-2144,-4556,6164,1206,544,-736,-144,-1564,-306,-144,-1,0,16,-9.73,81
"175",175,-1,2,-3,0.083,10.03,2.32,3,-3,195,57,116,151,0.027,149,270,0.084,-186,-361,0.094,-66,129,48,21,-107,-9,23.2696,17284,-21576,-7656,14964,5568,2436,-12412,-1044,14.006,19221,-9834,7152,-1341,23826,-46569,-17328,-7581,38627,3249,-8514,-3168,-1386,7062,594,6192,2709,-13803,-1161,1008,-5136,-432,-2247,-189,-432,17,1,1,4.64,81
"176",176,8,15,-7,0.262,30.45,17.87,3,1,981,553,354,392,0.084,86,178,0.065,187,212,0.0499999999999999,307,285,-23,91,6,-15,544.1415,30444,66198,108678,100890,-8142,32214,2124,-5310,4.29999999999999,24510,26402,-1978,-1290,65084,60420,-4876,19292,1272,-3180,87495,-7061,27937,1842,-4605,-6555,25935,1710,-4275,-2093,-138,345,546,-1365,345,36,1,64,268.05,225
"177",177,-4,-2,-2,0.032,4.38,-0.13,0,0,-126,-236,-35,-162,0.021,22,55,0.00800000000000001,-78,-180,0.0549999999999999,-251,-1,15,-36,-109,-1,-0.5694,-770,2730,8785,35,-525,1260,3815,35,1.21,-22,-5522,330,-22,45180,180,-2700,6480,19620,180,251,-3765,9036,27359,251,-15,36,109,1,-540,-1635,-15,3924,36,-15,15,1,16,0.26,1
"178",178,-4,7,-11,0.325,4.15,-8.91,7,-7,-364,-702,-82,-441,0.076,71,117,0.045,-271,-425,0.018,-496,46,49,-31,-156,-7,-36.9765,-5822,22222,40672,-3772,-4018,2542,12792,574,1.278,3266,-35216,3479,-497,210800,-19550,-20825,13175,66300,2975,-22816,-24304,15376,77376,3472,2254,-1426,-7176,-322,-1519,-7644,-343,4836,217,-343,12,1,16,-62.37,49
"179",179,6,8,-2,0.111,22.6,12.65,0,-2,823,491,299,480,0.039,66,162,0.011,159,169,0.043,56,260,73,46,55,-13,285.89,19734,47541,16744,77740,21827,13754,16445,-3887,2.838,17160,3696,4818,-858,9464,43940,12337,7774,9295,-2197,14560,4088,2576,3080,-728,18980,11960,14300,-3380,3358,4015,-949,2530,-598,-949,39,1,36,101.2,169
"180",180,1,-4,5,-0.144,5.76,12.78,-4,2,-220,99,-114,-25,-0.05,53,173,-0.023,-45,-103,0.0329999999999999,-58,-29,26,47,-43,-1,73.6128,-6042,5130,6612,3306,-2964,-5358,4902,114,1.74899999999999,-1537,-3074,1378,-53,5974,2987,-2678,-4841,4429,103,1682,-1508,-2726,2494,58,-754,-1363,1247,29,1222,-1118,-26,-2021,-47,-26,23,1,1,-51.12,1
"181",181,0,0,0,0,6.16,10.45,-1,1,42,168,-32,-22,-0.013,-63,-71,-0.065,169,249,-0.00600000000000001,171,-47,-6,20,140,-11,64.372,2016,-5408,-5472,1504,192,-640,-4480,352,0.378000000000001,2961,-10773,378,693,42579,-11703,-1494,4980,34860,-2739,-8037,-1026,3420,23940,-1881,282,-940,-6580,517,-120,-840,66,2800,-220,66,-1,0,0,0,121
"182",182,1,-3,4,-0.118,1.42,6.29,1,3,19,224,3,99,-0.022,-63,-104,-0.053,76,216,-0.098,246,27,10,30,118,-3,8.9318,-189,228,738,81,30,90,354,-9,6.174,-1701,-15498,-630,189,53136,5832,2160,6480,25488,-648,6642,2460,7380,29028,-738,270,810,3186,-81,300,1180,-30,3540,-90,-30,-2,0,1,-18.87,9
"183",183,5,6,-1,0.0569999999999999,14.56,17.2,1,1,705,728,163,379,-0.00600000000000001,157,337,0.064,222,264,0.044,365,135,-146,-14,78,-11,250.432,25591,36186,59495,22005,-23798,-2282,12714,-1793,6.908,21195,57305,-22922,-1727,96360,35640,-38544,-3696,20592,-2904,49275,-53290,-5110,28470,-4015,-19710,-1890,10530,-1485,2044,-11388,1606,-1092,154,1606,10,1,25,103.2,121
"184",184,2,-1,3,-0.075,3.3,10.05,-3,3,-171,50,-67,-15,-0.03,-11,5,-0.022,-26,-24,-0.011,83,43,9,-7,53,-7,33.165,737,1742,-5561,-2881,-603,469,-3551,469,0.121,-473,-913,-99,77,-1992,-1032,-216,168,-1272,168,3569,747,-581,4399,-581,387,-301,2279,-301,-63,477,-63,-371,49,-63,2,1,4,-10.05,49
"185",185,1,9,-8,0.255,9.21,-8.23,8,-10,922,352,384,633,0.038,81,134,0.072,73,32,0.0679999999999999,226,190,128,-34,-36,-7,-75.7983,31104,28032,86784,72960,49152,-13056,-13824,-2688,5.50799999999999,15390,18306,10368,-567,7232,6080,4096,-1088,-1152,-224,42940,28928,-7684,-8136,-1582,24320,-6460,-6840,-1330,-4352,-4608,-896,1224,238,-896,-9,0,1,-74.07,49
"186",186,-3,-3,0,-0.027,-3.74,0.55,2,-4,-677,-462,-359,-567,-0.059,45,145,-0.005,-4,-70,0.0630000000000001,-288,-185,-86,14,-92,-3,-2.057,-16155,1436,103392,66415,30874,-5026,33028,1077,2.835,-8325,-12960,-3870,-135,20160,12950,6020,-980,6440,210,53280,24768,-4032,26496,864,15910,-2590,17020,555,-1204,7912,258,-1288,-42,258,-30,0,9,-1.65,9
"187",187,-2,-5,3,-0.116,1.52,2.51,-7,5,-163,-93,-108,-28,-0.053,-13,-40,0.003,66,132,-0.031,29,-182,-19,97,-20,-1,3.8152,1404,-7128,-3132,19656,2052,-10476,2160,108,0.403,2366,-377,247,13,3828,-24024,-2508,12804,-2640,-132,-5278,-551,2813,-580,-29,3458,-17654,3640,182,-1843,380,19,-1940,-97,19,-1,0,4,-12.55,1
"188",188,5,6,-1,0.084,2.18,4.64,1,-1,781,818,250,342,0.05,55,93,0.058,226,337,0.003,72,129,25,-11,54,-5,10.1152,13750,56500,18000,32250,6250,-2750,13500,-1250,0.165,7095,3960,1375,-275,24264,43473,8425,-3707,18198,-1685,9288,1800,-792,3888,-360,3225,-1419,6966,-645,-275,1350,-125,-594,55,-125,3,1,25,27.84,25
"189",189,4,11,-7,0.249,9.09,3.39,5,-5,184,-30,-7,-64,0.013,-4,-49,0.027,202,254,0.029,184,28,-62,29,-9,-11,30.8151,28,-1414,-1288,-196,434,-203,63,77,-0.116,-112,-736,248,44,46736,7112,-15748,7366,-2286,-2794,5152,-11408,5336,-1656,-2024,-1736,812,-252,-308,-1798,558,682,-261,-319,682,17,1,16,37.29,121
"190",190,0,2,-2,0.0659999999999999,9.14,-3.56,0,-2,147,-234,5,23,-0.004,23,70,-0.004,114,109,0.044,37,31,158,-34,-19,-5,-32.5384,115,570,185,155,790,-170,-95,-25,1.012,713,851,3634,-115,4033,3379,17222,-3706,-2071,-545,1147,5846,-1258,-703,-185,4898,-1054,-589,-155,-5372,-3002,-790,646,170,-790,-1,0,0,-7.12,25
"191",191,-4,0,-4,0.092,2.14,3.49,2,0,137,201,44,-90,0.047,-131,-298,-0.038,180,200,0.0589999999999999,-12,-29,-16,-31,25,-9,7.4686,-5764,7920,-528,-1276,-704,-1364,1100,-396,-7.72899999999999,3799,1572,2096,1179,-2400,-5800,-3200,-6200,5000,-1800,348,192,372,-300,108,464,899,-725,261,496,-400,144,-775,279,144,-1,0,16,0,81
"192",192,3,-2,5,-0.13,10.76,10.88,-4,2,-11,-30,96,240,-0.00600000000000001,50,146,-0.00600000000000001,-253,-222,-0.124,43,68,11,32,-90,-9,117.0688,4800,-24288,4128,6528,1056,3072,-8640,-864,-6.2,3400,2150,550,-450,-9546,-15096,-2442,-7104,19980,1998,2924,473,1376,-3870,-387,748,2176,-6120,-612,352,-990,-99,-2880,-288,-99,14,1,9,-21.76,81
"193",193,4,8,-4,0.155,31.21,13.65,5,1,685,159,301,687,0.002,38,111,-0.001,45,74,-0.005,418,47,112,33,-15,-15,426.0165,11438,13545,125818,14147,33712,9933,-4515,-4515,-0.19,1786,15884,4256,-570,30932,3478,8288,2442,-1110,-1110,19646,46816,13794,-6270,-6270,5264,1551,-705,-705,3696,-1680,-1680,-495,-495,-1680,39,1,16,109.2,225
"194",194,1,3,-2,0.0700000000000001,1.02,1.54,0,0,-41,-25,-88,-11,-0.044,121,292,0.032,14,11,0.01,-95,-36,48,-54,-32,-7,1.5708,-10648,-1232,8360,3168,-4224,4752,2816,616,1.21,-4356,-11495,5808,-847,-1045,-396,528,-594,-352,-77,3420,-4560,5130,3040,665,-1728,1944,1152,252,-2592,-1536,-336,1728,378,-336,11,1,1,4.62,49
"195",195,3,8,-5,0.185,15.43,8.63,-1,1,226,-11,64,107,0.00800000000000001,-29,-36,-0.031,127,128,0.0670000000000001,208,67,-48,16,33,-11,133.1609,-1856,8128,13312,4288,-3072,1024,2112,-704,-1.943,-1943,-6032,1392,319,26624,8576,-6144,2048,4224,-1408,13936,-9984,3328,6864,-2288,-3216,1072,2211,-737,-768,-1584,528,528,-176,528,24,1,9,69.04,121
"196",196,-2,5,-7,0.206,-4.7,-11.04,7,-5,-61,-278,54,-83,0.053,-83,-252,0.015,-86,-177,0.0469999999999999,-126,-24,-8,11,-147,-1,51.888,-4482,-4644,-6804,-1296,-432,594,-7938,-54,-3.90099999999999,1992,10458,664,83,22302,4248,1416,-1947,26019,177,3024,1008,-1386,18522,126,192,-264,3528,24,-88,1176,8,-1617,-11,8,-9,0,4,-55.2,1
"197",197,7,16,-9,0.323,31.21,15.83,4,-4,534,19,182,414,-0.00699999999999995,-22,-63,0,192,149,0.116,414,82,54,28,42,-15,494.0543,-4004,34944,75348,14924,9828,5096,7644,-2730,-2.552,-1804,-9108,-1188,330,61686,12218,8046,4172,6258,-2235,33948,22356,11592,17388,-6210,4428,2296,3444,-1230,1512,2268,-810,1176,-420,-810,25,1,49,253.28,225
"198",198,8,25,-17,0.562,49.43,19.93,8,-11,1329,217,475,437,0.127,144,209,0.115,235,229,0.081,291,317,44,153,-4,-15,985.1399,68400,111625,138225,150575,20900,72675,-1900,-7125,11.664,45648,41904,6336,-2160,66639,72593,10076,35037,-916,-3435,92247,12804,44523,-1164,-4365,13948,48501,-1268,-4755,6732,-176,-660,-612,-2295,-660,41,1,64,498.25,225
"199",199,4,1,3,-0.0680000000000001,9.19,9.54,-3,5,567,536,143,289,0.004,81,233,-0.014,200,246,0.0529999999999999,113,83,162,38,206,-5,87.6726,11583,28600,16159,11869,23166,5434,29458,-715,4.29299999999999,6723,9153,13122,-405,27798,20418,39852,9348,50676,-1230,9379,18306,4294,23278,-565,13446,3154,17098,-415,6156,33372,-810,7828,-190,-810,14,1,16,9.54,25
"200",200,5,3,2,-0.0139999999999999,6.22,5.89,-4,4,260,221,121,24,0.056,12,-49,0.051,6,35,-0.026,62,121,-47,28,87,-5,36.6358,1452,726,7502,14641,-5687,3388,10527,-605,-0.312,1452,744,-564,-60,2170,4235,-1645,980,3045,-175,7502,-2914,1736,5394,-310,-5687,3388,10527,-605,-1316,-4089,235,2436,-140,235,20,1,25,17.67,25
"201",201,-2,0,-2,0.042,6.49,6.03,-1,1,-151,-158,-114,-287,0.01,33,24,0.05,44,40,0.0209999999999999,-190,-10,-25,-8,-13,-7,39.1347,-3762,-5016,21660,1140,2850,912,1482,798,0.692999999999997,-330,-6270,-825,-231,-7600,-400,-1000,-320,-520,-280,1900,4750,1520,2470,1330,250,80,130,70,200,325,175,104,56,175,13,1,4,0,49
"202",202,0,0,0,0,10.34,5.37,-2,0,-122,-241,-5,212,-0.057,-64,-80,-0.0649999999999999,-48,41,-0.112,277,-47,57,81,-5,-5,55.5258,320,240,-1385,235,-285,-405,25,25,7.168,3008,-17728,-3648,320,11357,-1927,2337,3321,-205,-205,-13019,15789,22437,-1385,-1385,-2679,-3807,235,235,4617,-285,-285,-405,-405,-285,21,1,0,0,25
"203",203,4,5,-1,0.0600000000000001,20.23,10.56,-1,1,517,173,217,401,0.014,25,141,-0.042,58,111,-0.02,341,188,56,112,88,-11,213.6288,5425,12586,73997,40796,12152,24304,19096,-2387,-0.5,4700,8525,1400,-275,37851,20868,6216,12432,9768,-1221,64108,19096,38192,30008,-3751,10528,21056,16544,-2068,6272,4928,-616,9856,-1232,-616,22,1,16,52.8,121
"204",204,-1,-3,2,-0.077,2.98,3.26,0,-2,-51,-35,44,34,0.016,-44,-52,-0.043,-95,-102,-0.0359999999999999,-74,52,-5,55,24,-3,9.7148,-1936,-4180,-3256,2288,-220,2420,1056,-132,1.584,-2288,3256,220,132,7548,-5304,510,-5610,-2448,306,-3848,370,-4070,-1776,222,-260,2860,1248,-156,-275,-120,15,1320,-165,15,-4,0,1,-9.78,9
"205",205,2,5,-3,0.105,21.79,12.74,3,-1,547,213,209,332,0.025,-25,-112,0.026,154,225,-0.00600000000000001,126,149,227,56,66,-13,277.6046,-5225,32186,26334,31141,47443,11704,13794,-2717,0.15,-3725,-3150,-5675,325,28350,33525,51075,12600,14850,-2925,18774,28602,7056,8316,-1638,33823,8344,9834,-1937,12712,14982,-2951,3696,-728,-2951,22,1,4,63.7,169
"206",206,0,1,-1,0.034,19.42,16.35,5,1,11,-37,83,31,0.041,-115,-331,-0.00700000000000001,-40,-53,-0.004,108,-6,2,34,130,-13,317.517,-9545,-3320,8964,-498,166,2822,10790,-1079,0.46,690,-12420,-230,1495,-5724,318,-106,-1802,-6890,689,-648,216,3672,14040,-1404,-12,-204,-780,78,68,260,-26,4420,-442,-26,21,1,0,16.35,169
"207",207,8,18,-10,0.368,29.91,17.18,5,-9,676,183,264,388,0.045,-27,-84,0.003,175,209,0.044,371,149,50,-22,92,-15,513.8538,-7128,46200,97944,39336,13200,-5808,24288,-3960,-1.188,-4023,-10017,-1350,405,77539,31141,10450,-4598,19228,-3135,55279,18550,-8162,34132,-5565,7450,-3278,13708,-2235,-1100,4600,-750,-2024,330,-750,23,1,64,309.24,225
"208",208,-7,-11,4,-0.193,-1.5,7.72,-4,6,-815,-453,-236,-428,-0.021,-158,-373,-0.026,-185,-221,-0.0449999999999999,-235,-145,-72,30,-89,-3,-11.58,37288,43660,55460,34220,16992,-7080,21004,708,7.10999999999998,22910,37130,11376,474,51935,32045,15912,-6630,19669,663,34075,16920,-7050,20915,705,10440,-4350,12905,435,-2160,6408,216,-2670,-90,216,-12,0,49,-84.92,9
"209",209,-5,-5,0,-0.045,4.44,3.15,2,0,-475,-471,-148,-239,-0.021,-67,-193,0.01,-112,-60,-0.103,-128,-71,32,-4,-5,-1,13.986,9916,16576,18944,10508,-4736,592,740,148,6.901,4757,8576,-2144,67,7680,4260,-1920,240,300,60,9088,-4096,512,640,128,-2272,284,355,71,-128,-160,-32,20,4,-32,-2,0,25,-15.75,1
"210",210,1,-1,2,-0.052,11.46,10.04,-3,3,-183,-203,-79,-137,-0.00800000000000001,-36,-99,0.003,11,4,0.011,176,16,-119,45,38,-11,115.0584,2844,-869,-13904,-1264,9401,-3555,-3002,869,-0.396,-576,-6336,4284,396,704,64,-476,180,152,-44,2816,-20944,7920,6688,-1936,-1904,720,608,-176,-5355,-4522,1309,1710,-495,1309,-2,0,1,-10.04,121
"211",211,3,0,3,-0.0679999999999999,12.22,14.22,-4,2,105,119,25,58,-0.000999999999999945,30,65,0.013,25,121,-0.0700000000000001,-52,-5,22,37,14,-9,173.7684,750,625,-1300,-125,550,925,350,-225,-2.1,-150,-1560,660,-270,-6292,-605,2662,4477,1694,-1089,260,-1144,-1924,-728,468,-110,-185,-70,45,814,308,-198,518,-333,-198,14,1,9,0,81
"212",212,7,4,3,-0.043,22.54,18.25,-1,3,736,539,341,846,-0.031,-52,-129,-0.00800000000000001,106,161,-0.00599999999999989,612,135,130,27,67,-11,411.355,-17732,36146,208692,46035,44330,9207,22847,-3751,0.311999999999994,-7020,-31824,-6760,572,98532,21735,20930,4347,10787,-1771,82620,79560,16524,41004,-6732,17550,3645,9045,-1485,3510,8710,-1430,1809,-297,-1430,26,1,49,73,121
"213",213,3,3,0,0.021,25.09,20.82,1,1,151,-1,5,-72,0.019,8,-13,0.022,133,119,0.0639999999999999,-23,111,-142,-22,-144,-13,522.3738,40,665,-115,555,-710,-110,-720,-65,0.511999999999999,888,-184,-1136,-104,-2737,13209,-16898,-2618,-17136,-1547,-2553,3266,506,3312,299,-15762,-2442,-15984,-1443,3124,20448,1846,3168,286,1846,12,1,9,62.46,169
"214",214,-1,-2,1,-0.04,3.22,2.09,0,2,-44,-59,28,43,0.005,-48,-52,-0.05,-52,-38,-0.0379999999999999,109,-40,66,130,91,-1,6.7298,-1344,-1456,3052,-1120,1848,3640,2548,-28,1.824,1920,-5232,-3168,48,-4142,1520,-2508,-4940,-3458,38,-4360,7194,14170,9919,-109,-2640,-5200,-3640,40,8580,6006,-66,11830,-130,-66,-8,0,1,-4.18,1
"215",215,5,1,4,-0.081,9.78,6.2,0,-2,175,143,39,231,-0.032,59,250,-0.037,38,86,-0.03,225,-14,73,36,-44,-5,60.636,2301,1482,8775,-546,2847,1404,-1716,-195,-1.77,-826,13275,4307,-295,19350,-1204,6278,3096,-3784,-430,-3150,16425,8100,-9900,-1125,-1022,-504,616,70,2628,-3212,-365,-1584,-180,-365,7,1,25,6.2,25
"216",216,-1,-4,3,-0.106,12.44,14.33,-3,1,-216,-150,-110,-71,-0.045,-6,50,-0.04,10,45,-0.03,35,-41,28,51,29,-9,178.2652,660,-1100,-3850,4510,-3080,-5610,-3190,990,0.18,246,-210,-168,54,1575,-1845,1260,2295,1305,-405,-1435,980,1785,1015,-315,-1148,-2091,-1189,369,1428,812,-252,1479,-459,-252,10,1,1,-57.32,81
"217",217,-2,-2,0,-0.024,-2.9,-3.63,6,-6,-139,-157,-65,-90,-0.015,-30,-104,0.00600000000000001,21,57,-0.021,104,-113,-13,53,5,-3,10.527,1950,-1365,-6760,7345,845,-3445,-325,195,0.63,3390,-3120,390,90,5928,-6441,-741,3021,285,-171,-11752,-1352,5512,520,-312,1469,-5989,-565,339,-689,-65,39,265,-159,39,-4,0,4,7.26,9
"218",218,0,-3,3,-0.0960000000000001,7.14,8.98,0,4,426,480,222,431,0.017,-33,-44,-0.034,15,170,-0.156,166,95,119,31,139,-7,64.1172,-7326,3330,36852,21090,26418,6882,30858,-1554,5.148,-3135,-5478,-3927,231,28220,16150,20230,5270,23630,-1190,15770,19754,5146,23074,-1162,11305,2945,13205,-665,3689,16541,-833,4309,-217,-833,-3,0,0,-26.94,49
"219",219,3,10,-7,0.248,14.66,4.02,5,-5,146,-234,65,60,0.02,53,127,0.019,-37,-63,0.01,160,80,-28,19,-61,-13,58.9332,3445,-2405,10400,5200,-1820,1235,-3965,-845,0.53,4240,8480,-1484,-689,-10080,-5040,1764,-1197,3843,819,12800,-4480,3040,-9760,-2080,-2240,1520,-4880,-1040,-532,1708,364,-1159,-247,364,22,1,9,40.2,169
"220",220,-1,1,-2,0.05,-2.81,-0.28,2,0,-141,48,-77,-79,-0.021,31,16,0.042,-18,-143,0.104,-14,-61,-94,13,-5,-1,0.7868,-2387,1386,1078,4697,7238,-1001,385,77,3.224,-1891,-434,-2914,-31,2002,8723,13442,-1859,715,143,854,1316,-182,70,14,5734,-793,305,61,-1222,470,94,-65,-13,94,-2,0,1,-0.28,1
"221",221,-3,-7,4,-0.164,-0.0500000000000007,5.54,-5,5,-11,140,-18,-139,0.028,-51,-165,0.011,76,198,-0.098,-11,58,-27,31,92,-3,-0.277000000000004,918,-1368,198,-1044,486,-558,-1656,54,4.998,-2958,561,1377,153,-2178,11484,-5346,6138,18216,-594,-638,297,-341,-1012,33,-1566,1798,5336,-174,-837,-2484,81,2852,-93,81,-1,0,9,-38.78,9
"222",222,-1,0,-1,0.0209999999999999,3.47,3.86,-2,0,-427,-407,-152,-248,-0.025,25,81,-0.00800000000000001,-148,-231,0.029,-212,-67,-75,-61,-91,-7,13.3942,-3800,22496,32224,10184,11400,9272,13832,1064,0.725,-1675,-5300,-1875,-175,48972,15477,17325,14091,21021,1617,14204,15900,12932,19292,1484,5025,4087,6097,469,4575,6825,525,5551,427,525,-11,0,1,0,49
"223",223,1,10,-9,0.279,31.16,20.08,5,-5,394,33,138,101,0.048,64,120,0.071,54,-40,0.091,-37,123,3,20,-117,-15,625.6928,8832,7452,-5106,16974,414,2760,-16146,-2070,5.824,7872,-2368,192,-960,1480,-4920,-120,-800,4680,600,-4551,-111,-740,4329,555,369,2460,-14391,-1845,60,-351,-45,-2340,-300,-45,24,1,1,200.8,225
"224",224,1,1,0,0.00900000000000001,5.31,6.56,-2,0,13,-1,55,401,-0.064,-62,1,-0.089,-35,13,-0.0649999999999999,251,-72,-15,33,-34,-3,34.8336,-3410,-1925,13805,-3960,-825,1815,-1870,-165,4.02999999999999,4464,-15562,930,186,3263,-936,-195,429,-442,-39,-18072,-3765,8283,-8534,-753,1080,-2376,2448,216,-495,510,45,-1122,-99,45,3,1,1,6.56,9
